Sentence	True	Predicted

,	O	O

luxury	O	O

Seiko	B-ORGANISATION	B-PERSON

Watches	I-ORGANISATION	I-PERSON

,	O	O

Max	B-ORGANISATION	O

Healthcare	I-ORGANISATION	O

,	O	O

Jabong	B-ORGANISATION	O

.	O	O

@TajinderBagga	O	O

https://t.co/	O	O

		

RT	O	O

AAP_Najafgarh	B-ORGANISATION	O

""""	O	O

RT	O	O

GulabMatiala	O	O

:	O	O

'	O	O

'	O	O

https://t.co/25j185flWJ	O	O

""""	O	O

		

Raksha	O	O

Mantri	O	O

@manoharparrikar	O	O

ensuring	O	O

there	O	O

were	O	O

no	O	O

irregularities	O	O

in	O	O

other	O	O

""""	O	O

Deals	O	O

""""	O	O

struck	O	O

by	O	O

UPA	B-ORGANISATION	O

https://t.co/Yx6bSUk2l7	O	O

#UPAChopperScam	O	O

		

jo	O	O

amrit	O	O

piya	O	O

wo	O	O

DEV	O	O

aur	O	O

jisne	O	O

bis	O	O

piya	O	O

wo	O	O

MAHADEV	B-PERSON	O

ban	O	O

gaye	O	O

,	O	O

blessings	O	O

of	O	O

god	O	O

may	O	O

with	O	O

you	O	O

#MahaShivratri	O	O

		

Allu	B-PERSON	O

Arjun	I-PERSON	O

Visits	O	O

Tirumala	B-PLACE	O

With	O	O

His	O	O

Family	O	O

Members	O	O

http://t.co/TCWxVNcqOU	O	O

http://t.co/2ai60EdSYS	O	O

		

Cordial	O	B-PERSON

Invitation	O	I-PERSON

:	O	O

Mahashivratri	O	O

Utsav	O	O

@	O	O

Shrutisagar	B-PLACE	O

Ashram	I-PLACE	O

17	O	O

Feb	O	O

8am	O	O

-18	O	O

Feb	O	O

1am	O	O

#ShrutisagarAshram	O	O

#NonDualism	O	O

#Mahashivratri	O	O

		

@SrBachchan	O	O

The	O	O

Superbbbb	O	O

...!!!!!!!	O	O

Shaandaar	O	O

..!!!!!	O	O

Laajawaab	O	O

.....!!!!	O	O

Gajjab	O	O

....!!!	O	O

And	O	O

Zabardast	O	O

....!!!!!!!!!	O	O

#YUDH	O	O

		

@pawandixit8	O	O

@sanjaynirupam	O	O

@khan	O	O

Nirupam	B-PERSON	O

sahab	O	O

!	O	O

Agla	O	O

congress	B-ORGANISATION	O

darshan	O	O

kab	O	O

karva	O	O

rahe	O	O

hai	O	O

?	O	O

Ab	O	O

to	O	O

@OfficeOfRG	O	O

bhi	O	O

vapas	O	O

aaye	O	O

hai	O	O

.	O	O

Once	O	O

more	O	O

!	O	O

		

MAHASHIVRATRI	O	O

Ki	O	O

Khushi	O	O

Me	O	O

SaLyana	O	O

Path	O	O

Sahib	O	O

16_17_18Feb	O	O

>	O	O

2015	O	O

Ko	O	O

Shiv	B-PLACE	O

Shankar	I-PLACE	O

Mandir	I-PLACE	O

Peti	B-PLACE	O

Bazar	I-PLACE	O

Me	O	O

Mnaya	O	O

Jaega	O	O

Hindu	O	O

Bair	O	O

Darshan	O	O

Dy	O	O

,	O	O

ps	O	O

		

Professional	O	O

Portfolio	O	O

shoot	O	O

only	O	O

in	O	O

Rs	O	O

.	O	O

3000/-	O	O

Location	O	O

:	O	O

-	O	O

Jaipur	B-PLACE	B-PERSON

Rajasthan	B-PLACE	I-PERSON

HD	O	O

30	O	O

Photos	O	O

Shoot	O	O

Date	O	O

05	O	O

May	O	O

...	O	O

https://t.co/TBahxL36kD	O	O

		

RT	O	O

@HusnKaHathiyar	O	O

:	O	O

She-Kabootar	O	O

Ja	O	O

Ja	O	O

Ja	O	O

Ja	O	O

Ja	O	O

Kabootar-Tere	O	O

baap	O	O

ka	O	O

naukar	O	O

hoon	O	O

kya	O	O

?	O	O

		

Rudrabhishek	O	O

on	O	O

Mahashivratri	O	O

at	O	O

Sandipani	B-PLACE	O

.	O	O

http://t.co/AJhNEhEY1Q	O	O

		

RT	O	O

@AroraInsansagar	O	O

:	O	O

@Gurmeetramrahim	O	O

#MSGdedicatesAwardToGuruji	O	O

Congratulation	O	O

guru	O	O

ji	O	O

.	O	O

majja	O	O

aa	O	O

gya	O	O

main	O	O

to	O	O

chahta	O	O

hun	O	O

Guru	O	O

ji	O	O

Bharat	O	O

Rat	O	O

		

Kuchh	O	O

to	O	O

diya	O	O

hain	O	O

Hussey	B-PERSON	O

ne	O	O

Pollard	B-PERSON	B-PLACE

ko	O	O

#MIvsCSK	O	O

		

Good	O	O

Morning	O	O

Happy	O	O

Mahashivratri	O	O

....	O	O

.	O	O

.	O	O

Har	O	O

Har	O	O

Mahadev	B-PERSON	O

.	O	O

.	O	O

.	O	O

.	O	O

.	O	O

.	O	O

Jai	O	O

Mata	O	O

Di	O	O

.	O	O

http://t.co/PZRQ4xazXp	O	O

		

India	B-PLACE	O

vs	O	O

Aus	B-PLACE	O

Live	O	O

Score	O	O

:	O	O

Rohit	B-PERSON	O

,	O	O

Kohli	B-PERSON	O

stay	O	O

brisk	O	O

after	O	O

Dhawan's	B-PERSON	O

loss	O	O

https://t.co/FC7s98yXMT	O	O

via	O	O

@ibnlive	O	O

		

@aamir_khan	O	O

Mauke	O	O

pr	O	O

Chauka	O	O

lga	O	O

diya	O	O

..	O	O

Well	O	B-PERSON

Played	O	I-PERSON

:)	O	O

#MenInBlue	O	O

#MaukaMauka	O	O

#IndvsSA	O	O

		

RT	O	O

@govindec082	O	O

:	O	O

Congress	B-ORGANISATION	O

reacts	O	O

to	O	O

#RailBudget2015	O	O

,	O	O

says	O	O

,	O	O

""""	O	O

UPA	B-ORGANISATION	O

policies	O	O

repackaged	O	O

""""	O	O

NAMO	B-PERSON	O

:	O	O

-	O	O

""""	O	O

Tumhe	O	O

sudharne	O	O

hi	O	O

to	O	O

aaye	O	O

hain	O	O

""""	O	O

		

Captain	B-PERSON	O

America	I-PERSON	O

vs	O	O

Ironman	B-PERSON	O

is	O	O

the	O	O

American	O	O

version	O	O

of	O	O

Deshbhakt	O	O

vs	O	O

Liberal	O	O

Intellectual	O	O

		

RT	O	O

@IndiaToday	O	O

:	O	O

Baloch	B-PLACE	O

activist	O	O

Naela	B-PERSON	B-PERSON

Qadri's	I-PERSON	I-PERSON

tale	O	O

of	O	O

Pakistan	B-PLACE	O

army	O	O

torture	O	O

https://t.co/rqhQ6mlU1V	O	O

https://t.co/nkj78JWnk7	O	O

		

RT	O	O

@anandpassion	O	O

:	O	O

So	O	O

,	O	O

Modi	B-PERSON	O

ji	O	O

is	O	O

the	O	O

first	O	O

Graduate	O	O

by	O	O

MakeInIndia	O	O

#FarziDegreeModiKi	O	O

		

Sudhu	O	O

Tomar	O	O

Jonno	O	O

Bangla	O	O

Music	O	O

Video	O	O

HD	O	O

Download	O	O

By	O	O

Dhrubo	B-PERSON	O

(	O	O

2014	O	O

)	O	O

http://t.co/IAoDD5lsrq	O	O

		

@Gurmeetramrahim	O	O

@samachar_plus	O	O

Every	O	O

souls	O	O

only	O	O

U	O	O

guruji	O	O

love	O	O

charger	O	O

#HeroNo1BRR	O	O

		

Mein	O	O

bht	O	O

Talented	O	O

Insan	O	O

Hu	O	O

!	O	O

#believeme	O	O

Mein	O	O

main	O	O

road	O	O

pe	O	O

beithke	O	O

pishab	O	O

krskta	O	O

hu	O	O

!	O	O

#besharmise	O	O

		

RT	O	O

@DesiOptimystic	O	O

:	O	O

@rahulroushan	O	O

My	O	O

sources	O	O

tell	O	O

me	O	O

that	O	O

Arvind	B-PERSON	B-PERSON

Kejriwal	I-PERSON	I-PERSON

and	O	O

Rahul	B-PERSON	O

Gandhi	I-PERSON	O

had	O	O

a	O	O

secret	O	O

meeting	O	O

with	O	O

Rajdeep	B-PERSON	O

and	O	O

Barkha	B-PERSON	O

to	O	O

		

RT	O	O

@2806anu	O	O

:	O	O

@puspraj	O	O

Challenge	O	O

:	O	O

Isse	O	O

bura	O	O

likh	O	O

ke	O	O

bataao	O	O

		

#Kejriwal	O	O

steps	O	O

up	O	O

attack	O	O

:	O	O

PM	O	O

Modi	B-PERSON	O

scared	O	O

of	O	O

Sonia	B-PERSON	O

Gandhi	I-PERSON	O

,	O	O

of	O	O

secrets	O	O

going	O	O

public	O	O

https://t.co/7bVcNpFz0l	O	O

https://t.co/8paMLwUiOg	O	O

		

Rahul	B-PERSON	O

Gandhi	I-PERSON	O

Unwell	O	O

,	O	O

Won't	O	O

Visit	O	O

Puducherry	B-PLACE	O

Where	O	O

Death	O	O

Threat	O	O

Was	O	O

Received	O	O

:	O	O

In	O	O

late	O	O

night	O	O

tweets	O	O

,	O	O

...	O	O

https://t.co/nx0U2O5zzB	O	O

via	O	O

@ndtv	O	O

		

*	O	O

In	O	O

School	O	O

*	O	O

Me	O	O

:	O	O

""""	O	O

class	O	O

fellow	O	O

se	O	O

""""	O	O

Tumne	O	O

Top	O	O

kia	O	O

Congrats	O	O

!	O	O

Muh	O	O

hi	O	O

meetha	O	O

krwa	O	O

do	O	O

..	O	O

She	O	O

:	O	O

kiss	O	O

se	O	O

?	O	O

Me	O	O

:	O	O

chalo	O	O

isi	O	O

se	O	O

krwa	O	O

do	O	O

.	O	O

		

Haar	O	O

gai	O	O

Mumbai	B-ORGANISATION	O

Indians	I-ORGANISATION	O

Kutte	O	O

Ki	O	O

tarah	O	O

#IPL	O	O

#MIvRPS	O	O

		

Kal	O	O

Mahashivratri	O	O

tweet	O	O

karoge	O	O

waise	O	O

@TheKaranPatel	O	O

?	O	O

*	O	O

runs	O	O

away	O	O

*	O	O

		

#photos	O	O

Varanasi	B-PLACE	O

temples	O	O

echoed	O	O

with	O	O

'	O	O

Har	O	O

Har	O	O

Mahadev	B-PERSON	O

'	O	O

chants	O	O

on	O	O

Mahashivratri	O	O

http://t.co/h4b9NrMpNf	O	O

via	O	O

@DNA_IamIn	O	O

		

@katamulgi	O	O

iska	O	O

matlab	O	O

samje	O	O

daya	O	O

,	O	O

soniya	B-PERSON	O

G	O	O

ne	O	O

kitne	O	O

darvaje	O	O

andar	O	O

se	O	O

band	O	O

kiye	O	O

hoge	O	O

ab	O	O

tak	O	O

.	O	O

		

Aligarh	B-PLACE	B-PLACE

Official	O	I-PLACE

Trailer	O	I-PLACE

-	O	O

Manoj	B-PERSON	O

Bajpayee	I-PERSON	O

,	O	O

Rajkummar	B-PERSON	B-PERSON

Rao	I-PERSON	I-PERSON

https://t.co/rk0KcBshnc	O	O

		

Envisage	O	B-PERSON

Rs	O	I-PERSON

8.5	O	O

lakh	O	O

cr	O	O

investment	O	O

over	O	O

5	O	O

years	O	O

.	O	O

#RailBudget2015	O	O

:	O	O

CA	O	O

.	O	O

Prabhu	B-PERSON	O

		

Megastar	O	O

chirajeevi's	B-PERSON	O

younger	O	O

daughter	O	O

Sreeja	B-PERSON	O

Marraige	O	O

Video	O	O

#SreejaKalyanam	O	O

https://t.co/5ASOsPK9u0	O	O

		

RT	O	O

@insaniyana	O	O

:	O	O

What	O	O

happens	O	O

when	O	O

a	O	O

Patanjali	B-ORGANISATION	O

product	O	O

expires	O	O

?	O	O

It	O	O

gets	O	O

re-marketed	O	O

as	O	O

a	O	O

Shraddhanjali	B-ORGANISATION	O

product	O	O

.	O	O

		

@CambiarNews	O	O

@mishkoo90	O	O

matlb	O	O

had	O	O

hoti	O	O

hai	O	O

yaar	O	O

kameny	O	O

pan	O	O

ki	O	O

:-/	O	O

jald	O	O

azab	O	O

ay	O	O

ga	O	O

is	O	O

qaum	O	O

per	O	O

		

@raonabeel	O	O

I	O	O

hv	O	O

utmost	O	O

respect	O	O

4	O	O

Imran	B-PERSON	O

Khan	I-PERSON	O

.	O	O

But	O	O

not	O	O

for	O	O

Shahid	B-PERSON	B-PERSON

Afridi	I-PERSON	I-PERSON

.	O	O

&	O	O

even	O	O

Ali	B-PERSON	O

Zafar	I-PERSON	O

said	O	O

that	O	O

whole	O	O

Pakistan	B-PLACE	O

is	O	O

fed	O	O

up	O	O

of	O	O

Afridi	B-PERSON	O

.	O	O

		

@aajtak	O	O

#dear	O	O

arvind	B-PERSON	O

kejriwal	I-PERSON	O

aap	O	O

begunaah	O	O

hai	O	O

.	O	O

Yaa	O	O

deshdrohi	O	O

hai	O	O

....	O	O

choose	O	O

		

@sunny_congress	O	O

#are	O	O

waah	O	O

!!	O	O

.....	O	O

dharti	O	O

maa	O	O

ka	O	O

yaad	O	O

...	O	O

supperb	O	O

tu	O	O

sawa	O	O

sher	O	O

h	O	O

		

@imVkohli	O	O

virat	B-PERSON	O

bhai	O	O

aap	O	O

bade	O	O

handsome	O	O

ho	O	O

yaar	O	O

....	O	O

Aaj	O	O

aap	O	O

do	O	O

ghumake	O	O

.....	O	O

#ind	O	O

vs	O	O

#nz	O	O

@ICC	O	O

@bcci	O	O

#IndvsNZ	O	O

#WT20	O	O

https://t.co/KbgI9ueEFZ	O	O

		

RT	O	O

@BrokenCricket	O	O

:	O	O

Virat	B-PERSON	B-PERSON

Kohli	I-PERSON	I-PERSON

can	O	O

walk	O	O

on	O	O

water	O	O

..	O	O

Virat	B-PERSON	B-PERSON

Kohli	I-PERSON	I-PERSON

can	O	O

read	O	O

girls	O	O

mind	O	O

..	O	O

Virat	B-PERSON	B-PERSON

Kohli	I-PERSON	I-PERSON

can	O	O

cross	O	O

Bermuda	B-PLACE	O

triangle	I-PLACE	O

..	O	O

		

RT	O	O

@Utsav_Atre	O	O

:	O	O

Even	O	O

hindus	O	O

love	O	O

Mother	B-PERSON	B-PERSON

Teresa	I-PERSON	I-PERSON

.	O	O

Bhaad	O	O

me	O	O

jaaye	O	O

RSS	B-ORGANISATION	O

!	O	O

#WhereIsRahul	O	O

#RSSQuestionsTeresa	O	O

#RahulOnLeave	O	O

#AnnaReturns	O	O

#Oscars2015	O	O

		

[	O	O

Maithili	B-PERSON	B-PERSON

Geet	I-PERSON	I-PERSON

]	O	O

#MahaShivratri	O	O

Special	O	O

-	O	O

Basaha	O	O

Chadhal	O	O

Baurahaba	O	O

-	O	O

Sharda	B-PERSON	B-PERSON

Sinha	I-PERSON	I-PERSON

!!	O	O

http://t.co/uzjpAkYgIE	O	O

(	O	O

@sunnysingh_nw3	O	O

@raggedtag	O	O

)	O	O

		

@digvijaya_28	O	O

ek	O	O

party	O	O

jisne	O	O

68	O	O

sal	O	O

se	O	O

janta	O	O

ko	O	O

loota	O	O

ab	O	O

janta	O	O

ne	O	O

unne	O	O

ghar	O	O

baitha	O	O

diya	O	O

hai-	O	O

Janta	O	B-PERSON

Janardan	O	I-PERSON

.	O	O

cc	O	O

@INCIndia	O	O

@OfficeOfRG	O	O

		

RT	O	O

@rawat_narayan	O	O

:	O	O

Havana	O	O

&	O	O

Japa	O	O

On	O	O

The	O	O

Eve	O	O

Of	O	O

#Mahashivratri	O	O

At	O	O

Omkareshwar	B-PLACE	O

,	O	O

Jyotirlinga	B-PLACE	O

.	O	O

http://t.co/LW16CA1ZUR	O	O

;	O	O

via	O	O

AshramSewaTeam	B-ORGANISATION	O

		

John	B-PERSON	O

oliver	I-PERSON	O

best	O	O

aadmi	O	O

hai	O	O

.	O	O

https://t.co/pQSdFOJiDA	O	O

		

RT	O	O

@VaishnavDevta	O	O

:	O	O

May	O	O

3	O	O

tak	O	O

ginunga	O	O

...	O	O

https://t.co/6zD5IyFIkL	O	O

		

Sir	O	O

Jadeja	B-PERSON	O

ne	O	O

apni	O	O

wicket	O	O

Ki	O	O

compromise	O	O

kar	O	O

li	O	O

hai	O	O

!	O	O

Sir	O	O

!	O	O

Respect	O	O

!	O	O

#INDvsPAK	O	O

		

tanhai	O	O

me	O	O

fariyad	O	O

to	O	O

kar	O	O

sakta	O	O

hon	O	O

virane	O	O

ko	O	O

abad	O	O

to	O	O

kar	O	O

sakta	O	O

hon	O	O

jb	O	O

chahon	O	O

tumhe	O	O

mil	O	O

nai	O	O

skata	O	O

lekin	O	O

jb	O	O

chahon	O	O

tumhe	O	O

yard	O	O

to	O	O

kar	O	O

skata	O	O

hon	O	O

		

RT	O	O

@hankypanty	O	O

:	O	O

#SultanTeaser	O	O

is	O	O

quite	O	O

cool	O	O

.	O	O

Sallu	B-PERSON	O

as	O	O

a	O	O

North	O	B-PERSON

Indian	O	I-PERSON

.	O	O

With	O	O

swag	O	O

.	O	O

And	O	O

,	O	O

moonch	O	O

.	O	O

Basically	O	O

,	O	O

Chulbul	B-PERSON	B-PERSON

Pandey	I-PERSON	I-PERSON

in	O	O

a	O	O

chaddi	O	O

.	O	O

https	O	O

:	O	O

		

@humistry	O	O

@shutUpPlis	O	O

ohhh	O	O

samee	O	O

hii	O	O

hoiee	O	O

na	O	O

phirr	O	O

to	O	O

life	O	O

		

PM	O	O

said	O	O

Main	O	O

chote	O	O

kaam	O	O

vishwas	O	O

rkhta	O	O

hu	O	O

ji	O	O

.	O	O

Cleanliness	O	O

n	O	O

intro	O	O

of	O	O

bio	O	O

toilets	O	O

shows	O	O

his	O	O

vision	O	O

of	O	O

clean	O	O

n	O	O

healthy	O	O

india	B-PLACE	O

#Railbudget2015	O	O

		

RT	O	O

RailMinIndia	B-ORGANISATION	O

:	O	O

Malaviya	O	B-PERSON

Chair	O	I-PERSON

at	O	O

IIT/BHU	B-ORGANISATION	O

for	O	O

Railway	B-ORGANISATION	O

technology	O	O

#RailBudget2015	O	O

Catch	O	O

it	O	O

live	O	O

https://t.co/NDPz6eK2Jr	O	O

		

Rahul	B-PERSON	O

Gandhi	I-PERSON	O

:	O	O

Bhaad	O	O

mein	O	O

jao	O	O

Tum	O	O

sab	O	O

,	O	O

mein	O	O

nahi	O	O

khelta	O	O

politics-volitics	O	O

.	O	O

#RahulOnLeave	O	O

		

@tdmehta20	O	O

@amishra2417	O	O

@Team_JodhaAkbar	O	O

Wishing	O	O

You	O	O

happy	O	O

happy	O	O

MAHASHIVRATRI	O	O

Bhole	B-PERSON	O

baba	I-PERSON	O

,	O	O

aap	O	O

sab	O	O

par	O	O

apni	O	O

aseem	O	O

kripa	O	O

banaye	O	O

rakhe	O	O

.	O	O

		

Jiiva	O	O

Set	O	O

To	O	O

Start	O	O

""""	O	O

Thirunal	O	O

""""	O	O

with	O	O

Nayanthara	B-PERSON	B-PLACE

-	O	O

Thanthi	B-ORGANISATION	O

TV	I-ORGANISATION	O

-	O	O

TamilTwin	O	O

http://t.co/0XLCJWE4Ny	O	O

		

RT	O	O

@MANISHAINSAN2	O	O

:	O	O

#MSGmissionHumanity	O	O

AnmolVachans	O	O

ofSt	O	O

.	O	O

Dr.	O	O

@GurmeetramrahimGin	O	O

Today's	O	O

Sach	O	O

Kahoon	O	O

@insan_honey	O	O

@preet0987	O	O

@Ekta555	O	O

http	O	O

		

In	O	O

this	O	O

hot	O	O

summer	O	O

,	O	O

do	O	O

netas	O	O

and	O	O

hapless	O	O

citizens	O	O

really	O	O

have	O	O

to	O	O

go	O	O

through	O	O

rallies	O	O

,	O	O

yatras	O	O

,	O	O

speeches	O	O

for	O	O

votes	O	O

?	O	O

Don't	O	O

performance	O	O

count	O	O

?	O	O

		

